的,176586
我,77526
是,40832
不,32164
了,30535
在,27641
人,24786
也,23833
有,20968
我们,17795
对,17319
很,15648
都,14106
一,13933
、,13606
和,13473
他们,13166
“,13038
”,12826
会,12771
自己,12331
他,12027
问题,11875
父母,11543
一个,11481
就,10759
孩子,10690
能,10482
所以,10045
这,9319
上,9083
没有,9030
要,8793
说,8690
想,8657
生活,8434
因为,8374
吸烟,8061
到,7797
现在,7758
好,7418
应该,7281
这样,7258
食品,7102
个,7077
可以,7048
这个,6832
去,6705
地,6589
但,6521
的话,6483
而,6445
影响,6369
如果,6266
但是,6206
很多,6192
时候,6141
社会,6077
多,6073
认为,5947
健康,5879
最,5781
来,5732
做,5709
她,5607
觉得,5589
给,5547
人们,5487
得,5423
绿色,5338
喜欢,5335
跟,5111
大,5110
什么,4998
你,4991
中,4925
让,4915
过,4900
你们,4893
吃,4892
解决,4862
中国,4824
而且,4814
更,4807
工作,4747
还,4660
呢,4625
学习,4583
从,4537
为了,4385
两,4376
歌曲,4278
知道,4257
看,4224
时,4220
就是,4188
国家,4122
里,4108
可是,4059
与,3970
抽烟,3930
听,3825
第一,3798
那,3764
把,3743
别人,3694
老师,3692
不是,3691
流行,3685
个人,3667
身体,3662
以后,3652
公司,3613
没,3545
和尚,3425
世界,3420
非常,3408
妈妈,3371
汉语,3369
好的,3312
着,3295
那么,3292
安乐死,3288
事,3284
了解,3275
虽然,3265
重要,3264
农药,3237
时间,3211
一定,3200
种,3178
事情,3072
开始,3017
一起,3015
这种,3008
父亲,2986
还有,2954
情况,2939
朋友,2934
已经,2911
一样,2903
用,2877
爸爸,2869
希望,2859
来说,2859
发展,2855
太,2818
帮助,2814
男女,2729
方面,2719
为,2705
环境,2705
还是,2677
代沟,2669
又,2668
吸烟者,2639
东西,2627
三,2622
化肥,2584
可能,2548
一些,2544
等,2496
才,2486
越来越,2448
吧,2433
后,2429
或,2421
之间,2421
教育,2419
这是,2418
这些,2413
家庭,2335
比,2305
大学,2283
学,2266
爱,2256
因此,2224
被,2220
地方,2216
您,2214
它,2203
挨饿,2171
",",2169
母亲,2164
当,2157
流行歌曲,2149
努力,2122
所,2097
以前,2089
下,2083
饥饿,2080
年,2066
使,2061
互相,2013
学校,1997
吗,1990
公共,1968
考虑,1963
大家,1938
喝,1933
怎么,1933
每个,1933
有的,1932
农作物,1899
位,1896
人类,1892
方法,1887
天,1885
场所,1870
困难,1860
需要,1854
不要,1854
可,1853
学生,1845
当然,1834
想法,1833
特别,1827
水,1825
比较,1825
再,1811
日本,1800
只,1773
痛苦,1766
音乐,1764
习惯,1756
行为,1755
提高,1724
污染,1724
每天,1723
方式,1721
思想,1718
并,1709
本人,1700
原因,1694
看法,1690
一直,1690
不同,1677
容易,1669
几,1666
办法,1660
常常,1659
使用,1636
岁,1622
随着,1600
受到,1589
次,1588
许多,1562
子女,1560
贵,1522
为什么,1506
发生,1502
像,1498
对方,1496
毕业,1483
首先,1476
旅游,1472
看到,1461
已,1448
理解,1447
以,1441
文化,1440
带来,1439
少,1434
不过,1424
好处,1413
起来,1408
因,1407
有些,1397
关系,1388
观念,1388
最近,1383
烟,1377
机会,1374
一点,1371
小,1367
生命,1367
谁,1360
产生,1352
法律,1335
粮食,1328
一般,1305
青少年,1299
买,1295
第二,1294
只有,1286
感到,1282
得到,1271
遇到,1270
长大,1269
经济,1264
规定,1262
兴趣,1262
现代,1257
等等,1251
件,1250
高,1244
找,1239
时代,1230
产量,1228
选择,1220
挫折,1215
措施,1212
先,1211
通过,1209
