"['对', '我', '影响', '最', '大', '的', '人', '是', '我', '母亲', '。', '因为', '我', '生', '下来', '就', '每天', '跟', '她', '在一起', '。', '小时候', '我', '看', '她', '做', '什么', '，', '我', '就', '模仿', '她', '做', '什么', '。', '长大', '了', '以后', '虽然', '我', '不', '再', '跟着', '她', '，', '可是', '有的', '地方', '很', '像', '她', '，', '比如', '说话', '的', '口气', '、', '穿着', '等等', '。', '以前', '我', '根本', '不', '喜欢', '她', '的', '口气', '，', '可是', '最近', '发现', '了', '我', '的', '口气', '却', '渐渐', '地', '像', '她', '的', '口气', '。', '但', '我', '认为', '这是', '无可奈何', '的', '。', '因为', '二十多', '年', '我', '天天', '听', '她', '的话', '长大', '的', '，', '这么一来', '我', '的', '口气', '不', '可能', '跟', '她', '完全', '不同', '。', '这是', '不', '好的', '影响', '。', '可是', '也', '有', '好的', '方面', '。', '有时候', '我们', '一起', '去', '逛', '商店', '，', '那时候', '我们', '的', '意见', '往往', '是', '一致', '的', '。', '我', '喜欢', '的', '衣服', '她', '也', '喜欢', '，', '她', '喜欢', '让', '我', '穿', '的', '衣服', '我', '也', '喜欢', '。', '不过', '最好', '的', '地方', '还是', '看', '电视', '。', '现在', '我', '在', '北京', '，', '不', '能', '看', '日本', '的', '电视', '节目', '，', '所以', '我', '母亲', '经常', '录', '下来', '给', '我', '看', '。', '我们', '俩', '都', '喜欢', '聊天', '。', '我', '一', '给', '母亲', '打电话', '，', '我们', '就', '聊', '十五', '分钟', '至', '二十', '分钟', '。', '我们', '说', '应该', '改变', '这个', '习惯', '，', '可是', '现在', '还', '不', '能', '改', '。', '我', '不', '太', '相信', '母亲', '对', '我', '影响', '很', '大', '，', '可是', '仔细', '想想', '看', '，', '有', '很多', '地方', '很', '像', '，', '这', '说明', '她', '对', '我', '有', '一些', '影响', '。', '说', '别人', '，', '没有', '跟', '她', '那样', '影响', '我', '。']",85.0
"['中国', '有', '五千', '年', '的', '悠久', '历史', '，', '其间', '产生', '了', '很多', '民间', '传说', '。', '那些', '传说', '各个', '都', '有', '意义', '，', '我们', '从', '传说', '里', '可以', '得到', '启发', '。', '“', '三', '个', '和尚', '没', '水', '喝', '”', '的', '故事', '也', '如此', '。', '简单', '地', '说', '，', '这', '篇', '小', '故事', '告诉', '我们', '友好', '合作', '的', '重要性', '。', '世上', '有', '很多', '只顾', '自己', '不顾', '他人', '，', '只顾', '现在', '不顾', '将来', '的', '人', '。', '这', '篇', '小', '故事', '告诉', '我们', '，', '只', '追求', '自己', '个人', '的', '利益', '不', '追求', '大家', '共同', '的', '利益', '，', '导致', '连', '个人', '的', '利益', '也', '得', '不', '到', '的', '严重', '后果', '。', '现在', '我', '到', '中国', '学', '了', '六', '年', '汉语', '。', '在', '这', '片', '陌生', '的', '土地', '上', '很', '难', '独自', '生活', '。', '我', '在', '长', '达', '六', '年', '的', '留学', '生活', '中', '，', '得到', '了', '很多', '人', '的', '帮助', '支持', '。', '为此', '我', '感到', '满意', '并', '可以', '结束', '自己', '留学', '生活', '。']",65.0
"['挫折', '是', '我们', '日常', '都会', '遇到', '的', '。', '在', '我', '考', '大学', ']', '时', '，', '有', '一', '晚', '听', '了', '一个', '很', '不幸', '的', '消息', '，', '就是', '我', '爷爷', '病逝', '。', '当时', '心里', '很', '难过', '。', '因为', '不', '能', '去', '香港', '见', '爷爷', '最后', '的', '一面', '。', '但是', '要', '应对', '后天', '的', '考试', '，', '所以', '尽力', '专心', '读书', '。', '心想', '爷爷', '在', '天堂', ']', '也', '希望', '我', '会', '拿到', '好', '成绩', '。', '不', '知道', '是', '自己', '不', '能', '专心', '读书', '或是', '平常', '没有', '好好', '地', '温习', '课', '内', '的', '书本', '。', '我', '考试', '不', '及格', '了', '！', '看看', '那', '张', '成绩', '表差', '点儿', '哭', '了', '起来', '。', '心想', '，', '为什么', '不', '及格', '呢', '？', '第二', '天', '，', '立刻', '赶快', '到', '大学', '问', '一', '问', '老师', '。', '他', '对', '我', '说', '，', '因为', '你', '的', '字体', '写', '得', '不', '好', '，', '没有', '人', '能', '看', '得出', '你', '写', '什么', '，', '所以', '就', '不', '及格', '。', '我', '听到', '这', '句', '话', '觉得', '不', '公平', '，', '但是', '没有', '办法', '，', '只好', '改改', '我', '写', '的', '字', '吧', '，', '一', '开始', '，', '觉得', '很', '辛苦', '。', '因为', '这么', '多年', '的', '习惯', '是', '很', '难', '改', '。', '但是', '如果', '改', '不', '好', '，', '那么', '我', '做', '所有', '的', '考试', '都会', '遇到', '这个', '压力', '。', '我', '每天', '都', '写字', '，', '先易后难', '，', '英文', '的', '、', '中文', '的', '，', '都会', '写', '好几', '遍', '。', '下', '一', '次', '的', '考试', '，', '我', '合格', '了', '！', '老师', '对', '我', '说', '，', '我', '的', '字体', '有', '很', '大', '的', '进步', '，', '虽然', '这个', '挫折', '不是', '那么', '的', '严重', '，', '但是', '我', '领会', '到', '了', '一些', '事', '。', '那', '就是', '不要', '怕', '困难', '或', '挫折', '，', '如果', '想', '成功', '的话', '，', '一定', '要', '把', '挫折', '变成', '动力', '。', '如果', '只有', '唉声叹气', '，', '怨天尤人', '的话', '，', '那么', '生命', '也', '没有', '意义', '。']",70.0
"['我们', '在', '生活', '和', '工作', '中', ',', '由于', '出乎意料', '的', '事情', '遇到', '很多', '困难', '或', '挫折', '。', '随着', '社会', '发展', '，', '有的', '人', '不', '适应', '社会', '的', '趋势', '，', '只好', '放弃', '自己', '的', '全部', '，', '可能', '不少', '这样', '的', '人', '.', '这些', '人', '在', '生活', '和', '工作', '上', '就是', '失败者', '。', '他们', '应该', '能够', '转败为胜', '.', '但是', '他们', '的', '根本', '原因', '是', '没有', '自信', '、', '自强', '的', '精神', '，', '应该', '失败', '中', '得到', '胜利', '的', '办法', '。', '另一方面', '，', '有的', '人', '面对', '挫折', '时', '，', '不管', '他们', '遇到', '什么样', '的', '困难', '，', '他们', '由于', '自信感', '不怕', '挫折', '反而', '他们', '能够', '从', '失败', '中', '吸取', '教训', '。', '对', '我', '来说', '，', '“', '如何', '面对', '挫折', '”', '关于', '这个', '问题', '我', '从来', '没有', '深深', '地', '思考', '，', '但是', '我', '也', '是', '在', '生活', '和', '学习', '中', '遇到', '许多', '困难', '或', '挫折', '，', '特别', '是', '我', '来', '中国', '以后', '发生', '了', '许多', '问题', '。', '这时候', '，', '一', '遇到', '困难', '就要', '挫折', '，', '但是', '我', '如果', '这时', '就要', '放弃', '自身', '的', '全部', '，', '要', '挫折', '的话', '，', '就', '没有', '了', '现在', '的', '我', '。', '现在', '我', '要', '说', '的', '是', '虽然', '我们', '在', '生活', '、', '工作', '和', '学习', '中', '一定', '遇到', '许多', '困难', '或', '挫折', '，', '但是', '我们', '应该', '在', '自信', '感下', '面对', '挫折', '。', '因此', '，', '我', '希望', '大家', '将来', '都', '成为', '生活', '的', '强者', '、', '成为', '社会', '的', '成功者', '。']",70.0
"['古语', '有', '云', '：', '“', '虎父无犬子', '，', '慈母', '多败儿', '。', '”', '说', '父母', '是', '孩子', '的', '第一', '任', '老师', '并不', '为过', '。', '父母', '在', '孩子', '生活', '中', '占', '着', '最', '重要', '的', '部分', '。', '孩子', '和', '父母', '相处', '的', '时间', '最', '久', '，', '从', '孩提', '时', '起', '，', '牙牙学语', '的', '时候', '，', '孩子们', '都', '是', '在', '观察', '父母', '的', '言行', '中', '学习', '的', '。', '对于', '我', '个人', '而言', '，', '父母', '的', '影响', '比', '环境', '因素', '强', '。', '自小', '灌输', '的', '观念', '，', '文化', '的', '熏陶', '，', '兴趣', '的', '培养', '，', '直至', '做人', '处世', '的', '观点', '和', '态度', '都', '是', '父母', '无言', '间', '留', '在', '心里', '的', '烙印', '。', '就', '以', '我', '自己', '为', '例', '，', '母亲', '从', '胎儿', '期间', '教导', '的', '音乐', '欣赏', '，', '父亲', '在', '我', '童年', '时', '鼓励', '的', '阅读', '习惯', '等', '都', '间接', '地', '提高', '了', '我', '的', '文化', '修养', '。', '可是', '随着', '人民', '物质', '上', '的', '丰富', '和', '需求', '，', '很多', '年轻', '父母', '都', '被', '困在', '繁忙', '的', '工作', '中', '，', '教育', '孩子', '的', '责任', '旁落', '在', '别人', '身上', '，', '很多', '时候', '导致', '长大', '后', '的', '孩子', '对', '父母', '感情', '生疏', '。', '这些', '都', '是', '父母', '所', '创造', '的', '环境', '所', '引起', '的', '。', '“', '有', '其父', '，', '必', '有', '其', '子', '，', '”', '是', '中国', '自古', '流传', '的', '说法', '，', '古代', '也', '有', '不少', '例子', '。', '就', '如', '苏轼', '父子', '，', '杨', '家', '将', '等', '千古', '传颂', '的', '父子', '故事', '，', '都', '说明', '了', '父母', '对', '孩子', '成长', '培育', '方面', '的', '重大', '影响', '。', '总而言之', '，', '父母', '是', '孩子们', '最', '重要', '的', '第一', '位', '老师', '，', '他们', '潜移默化', '的', '影响', '下', '为', '孩子', '的', '将来', '建立', '了', '一定', '程度', '的', '基础', '。']",70.0
"['你', '吸烟', '吗', '？', '你', '为什么', '开始', '吸烟', '？', '现在', '很多', '青年人', '要', '吸烟', '，', '因为', '他们', '觉得', '吸烟', '很', '好看', '，', '所以', '对', '吸烟', '感', '兴趣', '。', '但是', '吸烟', '对', '身体', '有', '什么', '好处', '呢', '？', '吸烟', '对', '人', '那么', '好', '吗', '？', '我', '觉得', '“', '不', '”', '。', '现在', '虽然', '很多', '青年人', '吸烟', '，', '但是', '吸烟', '的', '中年人', '越来越', '少', '。', '因为', '他们', '都', '知道', '吸烟', '是', '害人', '的', '，', '不仅', '是', '害', '吸烟者', '自己', '，', '而且', '害', '他们', '周围', '的', '人们', '。', '现在', '吸烟者', '的', '问题', '大', '了', '，', '很多', '人', '在', '公共', '场所', '边', '走', '边', '抽烟', '，', '而且', '抽完', '以后', '随便', '扔掉', '，', '特别', '伤害', '别人', '的', '身体', '。', '因此', '在', '东京', '开始', '了', '对', '吸烟者', '严厉', '的', '惩罚', '措施', '，', '而且', '规定', '了', '抽烟', '的', '地方', '。', '现在', '吸烟', '很', '困难', '。']",55.0
"['代沟', '是', '上', '一', '辈', '与', '下', '一', '辈', '之间', '在', '行为', '、', '生活', '态度', '以及', '价值', '观念', '等', '方面', '存在', '的', '一', '种', '差异', '。', '这样', '的', '代沟', '问题', '，', '有史以来', '人们', '不', '可能', '避免', '，', '不', '可能', '完全', '消除', '，', '我们', '只能', '努力', '来', '避免', '代沟', '加深', '，', '互相', '得到', '圆满', '的', '沟通', '，', '也', '可以', '说', '是', '解决', '代沟', '问题', '。', '这样', '的', '角度', '来', '提示', '解决', '方法', '。', '首先', '，', '父母', '长辈们', '和', '孩子们', '抽出', '很多', '时间', '确保', '互相', '了解', '的', '机会', '。', '两', '代', '增加', '了', '共同', '的', '娱乐', '时间', '、', '活动', '，', '例如', '一', '天', '他们', '全体', '一起', '去', '看', '父母', '喜欢', '的', '电影', '，', '改天', '再', '去', '看', '孩子们', '喜欢', '的', '卡通', '电影片', '。', '第二', '，', '父母', '与', '孩子们', '尽量', '努力', '留出', '时间', '对话', '。', '人', '与', '人', '之间', '说话', '是', '最', '方便', '的', '一个', '捷径', '。', '孩子', '们', '对', '爸爸', '、', '妈妈', '说', '朋友', '关系', '，', '学校', '生活', '情况', '等等', '。', '这样', '经过', '相互', '对话', '和', '沟通', '，', '增加', '了', '长辈', '和', '晚辈', '的', '了解', '，', '以免', '发生', '代沟', '问题', '。', '总之', '，', '代沟', '问题', '是', '不', '会', '得到', '彻底', '的', '解决', '。', '但是', '，', '各', '退', '一', '步', '，', '让', '一', '步', '地', '打下', '共同', '和睦相处', '的', '基础', '代沟', '问题', '就', '不成', '问题', '了', '。']",65.0
"['我', '初次', '接触', '到', '汉语', '这种', '语言', '，', '我', '真是', '兴奋不已', '的', '。', '带', '着', '好奇心', '学', '下', '汉字', '来', '真是', '让', '人', '兴奋', '不已', '。', '过', '了', '一', '段', '时间', '我', '的', '耳朵', '听', '懂', '了', '别人', '的', '讲话', '，', '而且', '我', '会', '讲', '一点', '中国话', '了', '。', '那时', '我', '发现', '我', '自己', '不停', '地', '跟', '中国人', '讲话', '，', '不知不觉', '地', '流利', '起', '中国话', '来', '了', '。', '我', '对', '中国话', '的', '发音', '非常', '有', '兴趣', '。', '因为', '它', '的', '发音', '有', '4', '个', '声调', '。', '根据', '不同', '的', '声调', '，', '生词', '的', '意思', '也', '不', '一样', '。', '我', '就', '觉得', '汉语', '的', '妙处', '与', '乐趣', '在', '这里', '。', '我', '这样', '一直', '说', '它', '的', '乐趣点', '并', '不是', '没有', '它', '难点', '。', '人们', '经常', '说', '“', '要', '学', '外语', '，', '就', '非', '要', '下功夫', '不可', '。', '”', '无论学', '哪', '种', '语言', '，', '都', '不', '容易', '的', '。', '我', '呢', '？', '我', '也', '不', '例外', '，', '而且', '我', '是', '个', '韩国', '人', '。', '韩国', '的', '语法', '和', '汉语', '的', '语法', '是', '相反', '的', '。', '比如', '：', '“', '我', '吃饭', '了', '”', '这个', '句子', '是', '中国', '的', '。', '那么', '韩国', '的', '呢', '？', '就是', '“', '我', '饭', '吃', '了', '”', '。', '这样', '相反', '的', '语法', '的', '原因', '，', '我', '从', '开始', '学', '汉语', '一直', '到', '现在', '受到', '许多', '苦', '与', '困难', '，', '有时', '在', '课堂', '上', '被', '老师', '批评', '，', '有时', '让', '我', '自己', '失去', '了', '自信心', '，', '甚至', '有时', '对', '汉语', '没有', '什么', '大', '的', '兴趣', '了', '。', '当时', '我', '遇到', '了', '这样', '的', '情况', '，', '但', '我', '从', '那样', '的', '困境', '中', '解脱', '出来', '了', '。', '我', '现在', '还', '认为', '汉语', '的', '语法', '难', '，', '但', '用', '破釜沉舟', '的', '精神', '来', '对待', '这个', '莫名其妙', '的', '汉语', '，', '汉语', '，', '我', '爱', '你', '。']",65.0
"['对', '“', '父母', '是', '孩子', '的', '第一', '任', '老师', '”', '这', '一', '说法', '我', '完全', '同意', '。', '因为', '我', '这个', '人', '就', '很', '受', '父母', '的', '影响', '长大', '的', '，', '再说', '我', '的', '周围', '的', '人', '也', '在', '他们', '的', '爱好', '、', '思想', '观念', '上', '看', '得出', '父母', '的', '影响', '来', '。', '拿', '我', '给', '个', '例子', '。', '我', '父亲', '是', '爱静', '的', '人', '，', '一', '回来', '就', '去', '他', '的', '屋子', '里', '弄', '电脑', '或', '看书', '。', '我', '小时候', '，', '经常', '跟着', '他', '去', '他', '的', '房间', '，', '虽然', '当时', '他', '弄', '的', '电脑', '或', '书', '我', '都', '不', '懂', '，', '但是', '我', '喜欢', '那个', '气氛', '。', '在', '安安静静', '的', '房间', '里', '，', '时间', '慢慢', '地', '过去', '。', '爸爸', '在', '那里', '可以', '完全', '放松', '，', '那里', '没', '什么', '压力', '，', '他', '把', '工作', '上', '的', '压力', '全部', '忘掉', '，', '可以', '投入', '到', '自己', '喜欢', '的', '世界', '中', '去', '。', '我', '常', '跟', '他', '共有', '那段', '幸福', '的', '时间', '，', '虽然', '我', '长大', '以后', '不怎么', '这样', '做', '，', '但是', '我', '开始', '像', '他', '一样', '关', '在', '房间', '里', '了', '。', '结果', '，', '我', '也', '养成', '了', '跟', '他', '同样', '的', '爱好', '——', '看', '书', '、', '弄', '电脑', '。', '除了', '爱好', '以外', '，', '我', '在', '方方面面', '都', '受', '了', '很多', '父母', '的', '影响', '。', '有的是', '好的', '，', '也', '有的是', '坏', '的', '。', '我', '认为', '我', '之所以', '受', '这么', '大', '的', '影响', '是', '因为', '我', '父母', '爱', '我', '，', '父母', '跟', '孩子', '在', '一起', '的', '时间', '越', '多', '，', '我', '受', '的', '影响', '也', '会', '越', '增加', '。', '所以', '我', '为', '我', '受', '他们', '的', '影响', '而', '感到', '幸福', '。']",65.0
"['亲爱', '的', '爸妈', '：', '您', '好', '！', '我', '是', '你们', '的', '可爱', '的', '女儿', '，', '。', '这样', '给', '爸妈', '写信', '可能', '是', '第一', '次', '。', '但', '，', '我', '每天', '想', '着', '你们', '，', '感谢', '着', '你们', '。', '最近', '我', '很', '忙', '，', '所以', '有的', '时候', '，', '整天', '连', '爸爸', '的', '脸', '也', '没', '见到', '。', '这样', '，', '我', '心', '都', '碎', '了', '。', '你们', '还', '记得', '吗', '？', '我', '上学', '前', '，', '我', '的', '家人', '每个', '周末', '去', '外边', '旅游', '。', '那时候', '的', '情景', '我', '还', '历历在目', '。', '但', '，', '现在', '我', '和', '哥哥', '都', '长大', '了', '，', '没有', '机会', '跟', '爸妈', '过', '。', '真', '遗憾', '。', '我', '在', '中国', '留学', '的', '时候', '，', '妈妈', '很', '担心', '，', '每天', '给', '我', '打电话', '问好', '。', '所以', '，', '虽然', '在', '中国', '生活', '，', '但', '一点儿', '也', '不', '孤独', '。', '那时', '，', '我', '的', '同学们', '赞扬', '妈妈', '说', '：', '“', '真', '了不起', '。', '天底下', '没有', '你', '父母', '那样', '爱', '子女', '的', '人', '。', '”', '所以', '，', '为了', '你们', '，', '我', '每天', '埋头苦干', '学习', '了', '汉语', '。', '现在', '我', '很', '幸福', '，', '因为', '我', '让', '你们', '高兴', '。', '上次', '我', '的', '中国', '朋友', '来到', '汉城', '的', '时候', '，', '我', '跟', '他', '自由自在', '聊天儿', '时', '，', '我', '看到', '了', '你们', '脸上', '挂', '着', '微微', '地', '笑容', '。', '是', '吧', '？', '那时候', '，', '我', '感到', '真', '幸福', '。', '为了', '让', '我', '成为', '望女成凤', '，', '你们', '每天', '去', '外边', '工作', '，', '给', '我', '学习', '的', '机会', '，', '深深', '地', '感谢', '。', '我', '有', '一', '句', '不好意思', '亲口', '说', '的话', '，', '今天', '抓住', '这次', '机会', '说', '。', '“', '爸', '，', '妈', '！', '我', '真正', '爱', '你们', '，', '尊重', '你们', '。', '”', '其实', '，', '现在', '谁', '都', '不', '羡慕', '，', '因为', '我', '可', '享受', '世界', '上', '最', '美', '，', '最', '理想', '的', '天伦之乐', '。', '谢谢', '！', '那', '，', '我', '今天', '写', '到', '这里', '。', '再见', '！', '祝', '你们', '健康', '。', '2001年', '5月', '12日', '宝贝']",75.0
